"id","name","facilityType","address","city","state","stateFips","county","countyFips","postalCode","latitude","longitude","phone","website","services","monday","tuesday","wednesday","thursday","friday","saturday","sunday","hoursNotes","priceLevel","acceptsSlidingScale","estimatedVisitCost","priceNotes","acceptsMedicaid","acceptsMedicare","acceptsUninsured","insuranceNotes","accessibilityInfo","sourceName","sourceUrl","sourceLastChecked","sourceNotes","sourceId","sourceDataset","sourceLastUpdated","lastVerified","verificationStatus","isDemoData"
"hrsa-bps-h80-004975","Zufall Health Center - Dover Dental Center","community_health_center","17 S Warren St","Dover","NJ","34","Morris County","34027","07801-4506","40.88343975","-74.55960768","973-328-3344","WWW.zufallhealth.org","","","","","","","","","HRSA operating hours per week: 53.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-004975","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-005237","SALEM HEALTH CENTER","community_health_center","238 E Broadway","Salem","NJ","34","Salem County","34033","08079-1108","39.57029714","-75.46463161","856-935-7711 x6415","www.sjfmc.org","","","","","","","","","HRSA operating hours per week: 64.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-005237","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-005412","CAMCARE - PAULSBORO HEALTH CENTER","community_health_center","1315 N Delaware St","Paulsboro","NJ","34","Gloucester County","34015","08066-1367","39.83084504","-75.24060438","856-541-3270","WWW.CAMCARE.NET","","","","","","","","","HRSA operating hours per week: 45.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-005412","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-005574","Henry J. Austin Health Center-Ewing","community_health_center","112 Ewing St","Trenton","NJ","34","Mercer County","34021","08609-1004","40.22459236","-74.75655475","609-278-5937","www.henryjaustin.org","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-005574","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-006048","Neighborhood Health Center Cardinal","community_health_center","950 Park Ave","Plainfield","NJ","34","Union County","34039","07060-3002","40.61199252","-74.41233396","908-754-5840","www.phcmednet.org","","","","","","","","","HRSA operating hours per week: 3.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: School. Operational schedule: Part-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-006048","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-006303","MOBILE MEDICAL VAN","community_health_center","Atlantic Ave","Hammonton","NJ","34","Atlantic County","34001","08037-3783","39.57637337","-74.71965267","609-567-0434","www.sjfmc.org","","","","","","","","","HRSA operating hours per week: 20.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Part-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-006303","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-006415","Mary Eliza Mahoney Health Center Mobile Medical Unit","community_health_center","394 University Ave","Newark","NJ","34","Essex County","34013","07102-1221","40.73418512","-74.1776395","973-733-5300","","","","","","","","","","HRSA operating hours per week: 25.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Part-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-006415","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-006678","MOBILE MEDICAL VAN - Dental","community_health_center","601 Pemberton Browns Mills Road","Pemberton","NJ","34","Burlington County","34005","08068-1536","39.96661104","-74.64413315","609-894-1100","www.sjfmc.org","","","","","","","","","HRSA operating hours per week: 20.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Part-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-006678","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-007623","North Hudson Community Action Corporation Health Center@ Hackensack","community_health_center","25 E Salem St","Hackensack","NJ","34","Bergen County","34003","07601-7427","40.88517614","-74.04081339","201-498-9080","www.nhcac.org","","","","","","","","","HRSA operating hours per week: 50.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-007623","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-007624","Irvington Community Health Center","community_health_center","1150 Springfield Ave","Irvington","NJ","34","Essex County","34013","07111-2441","40.72535056","-74.23614677","973-483-1300","www.nchcfqhc.org","","","","","","","","","HRSA operating hours per week: 58.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-007624","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-008049","Zufall Health Center - Morristown","community_health_center","4 Atno Ave","Morristown","NJ","34","Morris County","34027","07960-3802","40.79893987","-74.48514475","973-267-0002","www.zufallhealth.org","","","","","","","","","HRSA operating hours per week: 55.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-008049","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-008172","Ocean Health Initiatives Mobile Medical Unit","community_health_center","101 2nd St","Lakewood","NJ","34","Ocean County","34029","08701-3324","40.09320494","-74.20880618","732-363-6655","www.ohinj.org","","","","","","","","","HRSA operating hours per week: 28.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Part-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-008172","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-008233","Monmouth Family Health Center","community_health_center","270 Broadway","Long Branch","NJ","34","Monmouth County","34025","07740-7027","40.30384003","-73.99014722","732-923-7145","","","","","","","","","","HRSA operating hours per week: 53.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-008233","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-008508","CAMcare Odessa Paulk-Jones Health Center","community_health_center","813 Ferry Ave","Camden","NJ","34","Camden County","34007","08104-1824","39.92030761","-75.11154225","856-541-3270","www.camcare.net","","","","","","","","","HRSA operating hours per week: 36.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-008508","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-008827","CompleteCare Pediatric & Family Medical Professionals","community_health_center","265 Irving Ave","Bridgeton","NJ","34","Cumberland County","34011","08302-2121","39.43471118","-75.22204743","856-451-4700","www.completecarenj.org","","","","","","","","","HRSA operating hours per week: 42.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-008827","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-010562","Central High School","community_health_center","246 18th Ave","Newark","NJ","34","Essex County","34013","07108-2316","40.729929","-74.19283765","973-679-7709","www.cjmc.us","","","","","","","","","HRSA operating hours per week: 42.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: School. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-010562","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-010962","Neighborhood Health Center Elizabeth","community_health_center","184 1st St, #2","Elizabethport","NJ","34","Union County","34039","07206-1855","40.65009724","-74.18414461","908-355-4459","","","","","","","","","","HRSA operating hours per week: 54.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-010962","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-010983","Monmouth Family Health Center OB/GYN Womens Health Services","community_health_center","80 Pavilion Ave","Long Branch","NJ","34","Monmouth County","34025","07740-6413","40.29690719","-73.98294632","732-923-7145","","","","","","","","","","HRSA operating hours per week: 42.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-010983","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-011078","Alliance Community Healthcare, Inc.","community_health_center","115 Christopher Columbus Dr","Jersey City","NJ","34","Hudson County","34017","07302-5526","40.71957442","-74.04405995","201-830-1620","www.alliancech.org","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-011078","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-011291","AtlantiCare Health Services-FQHC Internal Medicine Specialty Clinic","community_health_center","1401 Atlantic Ave STE 2600","Atlantic City","NJ","34","Atlantic County","34001","08401-7027","39.36193388","-74.42868957","609-441-2104","","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-011291","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-012145","MFHC Dental Program","community_health_center","335 Broadway","Long Branch","NJ","34","Monmouth County","34025","07740-6901","40.30426168","-73.99318918","732-923-7145","","","","","","","","","","HRSA operating hours per week: 53.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-012145","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-012509","Zufall Healthy Smile Center - Flemington","community_health_center","361 State Route 31 BLDG C","Flemington","NJ","34","Hunterdon County","34019","08822-5796","40.54661678","-74.85657667","973-328-9100","www.zufallhealth.org","","","","","","","","","HRSA operating hours per week: 45.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-012509","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-012510","CompleteCare Medical & Dental Professionals","community_health_center","3700 New Jersey Ave","Wildwood","NJ","34","Cape May County","34009","08260-6154","38.98967659","-74.81706605","856-451-4700","www.completecarenj.org","","","","","","","","","HRSA operating hours per week: 51.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-012510","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-012649","RiteCare at Vineland ShopRite","community_health_center","1255 W Landis Ave","Vineland","NJ","34","Cumberland County","34011","08360-3462","39.484878","-75.04939699","856-451-4700","www.completecarenj.org","","","","","","","","","HRSA operating hours per week: 69.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-012649","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-012729","VOA Liberty Street Facility","community_health_center","510 Liberty St","Camden","NJ","34","Camden County","34007","08104-1112","39.93013447","-75.11887509","856-968-2320","","","","","","","","","","HRSA operating hours per week: 8.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Part-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-012729","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-012868","OHI-Clifton Avenue School Based Health Center","community_health_center","625 Clifton Ave","Lakewood","NJ","34","Ocean County","34029","08701-2808","40.09648679","-74.21539318","732-719-9015","","","","","","","","","","HRSA operating hours per week: 34.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: School. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-012868","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-013412","Henry J. Austin Health Center-Bellevue","community_health_center","433 Bellevue Ave","Trenton","NJ","34","Mercer County","34021","08618-4514","40.22906524","-74.77699612","609-989-3599","http://www.henryjaustin.org","","","","","","","","","HRSA operating hours per week: 40.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-013412","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-013454","Zufall Health Center Somerville","community_health_center","71 4th St","Somerville","NJ","34","Somerset County","34035","08876-3235","40.56091174","-74.60964899","908-526-2335","","","","","","","","","","HRSA operating hours per week: 55.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-013454","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-013660","Central Jersey Medical Center Mobile Van 2","community_health_center","275 Hobart St","Perth Amboy","NJ","34","Middlesex County","34023","08861-3396","40.50851399","-74.26954497","732-376-9333","www.jrmc.us","","","","","","","","","HRSA operating hours per week: 8.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-013660","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-013762","CompleteCare Family Medicine Center","community_health_center","75 W Red Bank Ave","Woodbury","NJ","34","Gloucester County","34015","08096-1694","39.84290786","-75.15040596","856-451-4700","www.completecarenj.org","","","","","","","","","HRSA operating hours per week: 47.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Full-Time. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-013762","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-014317","North Hudson Community Action Corporation Health Center @ Englewood","community_health_center","197 S Van Brunt St","Englewood","NJ","34","Bergen County","34003","07631-4010","40.88892361","-73.9807967","201-537-4442","","","","","","","","","","HRSA operating hours per week: 42.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-014317","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-014865","CompleteCare Vineland Health Campus","community_health_center","785 W Sherman Ave","Vineland","NJ","34","Cumberland County","34011","08360-6913","39.44676549","-75.0441246","856-451-4700","www.completecarenj.org","","","","","","","","","HRSA operating hours per week: 64.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-014865","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-015353","Thirteenth Avenue School","community_health_center","359 13th Ave","Newark","NJ","34","Essex County","34013","07103-2125","40.74398038","-74.19736982","973-679-7709","www.cjmc.us","","","","","","","","","HRSA operating hours per week: 42.50","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: School. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-015353","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
"hrsa-bps-h80-015597","Henry J. Austin Health Center at All Access Mental Health","community_health_center","819 Alexander Rd","Princeton","NJ","34","Mercer County","34021","08540-6303","40.31712115","-74.63206748","609-278-5900","www.henryjaustin.org","","","","","","","","","HRSA operating hours per week: 4.00","unknown","","","","","","","","","HRSA Health Center Service Delivery and Look-Alike Sites","https://data.hrsa.gov/DataDownload/DD_Files/Health_Center_Service_Delivery_and_LookAlike_Sites.csv","2026-06-03","Fields copied from HRSA CSV: site name, address, city, state, postal code, phone, website, HRSA geocoding coordinates, county/FIPS, operating hours per week, site status, and location setting. Location setting: All Other Clinic Types. Operational schedule: Unknown. Daily hours, services, price, insurance, and accessibility fields were not supplied by this intake.","BPS-H80-015597","Health Center Service Delivery and Look-Alike Sites","2026-06-03","2026-06-03","needs_review",""
